0,"RADIUS Standard"
1,"Proteon"
5,"ACC"
9,"Cisco"
14,"BBN"
15,"Xylogics, Inc."
43,"3Com"
52,"Cabletron Systems"
64,"Gandalf"
117,"Telebit"
166,"Shiva Corporation"
181,"ADC Kentrox"
244,"Lantronix"
272,"BinTec Communications GmbH"
307,"Livingston Enterprises, Inc."
311,"Microsoft"
332,"Digi International"
343,"Intel Corporation"
429,"U.S. Robotics, Inc."
434,"EICON"
529,"Ascend Communications Inc."
562,"Nortel Networks"
2352,"RedBack Networks"
